dataset,categoria,split,etiqueta,tipo_defecto,archivo,mascara,origen
mvtec,zipper,train,normal,,train/good/200.png,,data/datasets/mvtec/zipper/train/good/200.png
mvtec,zipper,train,normal,,train/good/201.png,,data/datasets/mvtec/zipper/train/good/201.png
mvtec,zipper,train,normal,,train/good/202.png,,data/datasets/mvtec/zipper/train/good/202.png
mvtec,zipper,train,normal,,train/good/203.png,,data/datasets/mvtec/zipper/train/good/203.png
mvtec,zipper,train,normal,,train/good/204.png,,data/datasets/mvtec/zipper/train/good/204.png
mvtec,zipper,train,normal,,train/good/205.png,,data/datasets/mvtec/zipper/train/good/205.png
mvtec,zipper,train,normal,,train/good/206.png,,data/datasets/mvtec/zipper/train/good/206.png
mvtec,zipper,train,normal,,train/good/207.png,,data/datasets/mvtec/zipper/train/good/207.png
mvtec,zipper,train,normal,,train/good/208.png,,data/datasets/mvtec/zipper/train/good/208.png
mvtec,zipper,train,normal,,train/good/209.png,,data/datasets/mvtec/zipper/train/good/209.png
mvtec,zipper,train,normal,,train/good/210.png,,data/datasets/mvtec/zipper/train/good/210.png
mvtec,zipper,train,normal,,train/good/211.png,,data/datasets/mvtec/zipper/train/good/211.png
mvtec,zipper,train,normal,,train/good/212.png,,data/datasets/mvtec/zipper/train/good/212.png
mvtec,zipper,train,normal,,train/good/213.png,,data/datasets/mvtec/zipper/train/good/213.png
mvtec,zipper,train,normal,,train/good/214.png,,data/datasets/mvtec/zipper/train/good/214.png
mvtec,zipper,train,normal,,train/good/215.png,,data/datasets/mvtec/zipper/train/good/215.png
mvtec,zipper,train,normal,,train/good/216.png,,data/datasets/mvtec/zipper/train/good/216.png
mvtec,zipper,train,normal,,train/good/217.png,,data/datasets/mvtec/zipper/train/good/217.png
mvtec,zipper,train,normal,,train/good/218.png,,data/datasets/mvtec/zipper/train/good/218.png
mvtec,zipper,train,normal,,train/good/219.png,,data/datasets/mvtec/zipper/train/good/219.png
mvtec,zipper,train,normal,,train/good/220.png,,data/datasets/mvtec/zipper/train/good/220.png
mvtec,zipper,train,normal,,train/good/221.png,,data/datasets/mvtec/zipper/train/good/221.png
mvtec,zipper,train,normal,,train/good/222.png,,data/datasets/mvtec/zipper/train/good/222.png
mvtec,zipper,train,normal,,train/good/223.png,,data/datasets/mvtec/zipper/train/good/223.png
mvtec,zipper,train,normal,,train/good/224.png,,data/datasets/mvtec/zipper/train/good/224.png
mvtec,zipper,train,normal,,train/good/225.png,,data/datasets/mvtec/zipper/train/good/225.png
mvtec,zipper,train,normal,,train/good/226.png,,data/datasets/mvtec/zipper/train/good/226.png
mvtec,zipper,train,normal,,train/good/227.png,,data/datasets/mvtec/zipper/train/good/227.png
mvtec,zipper,train,normal,,train/good/228.png,,data/datasets/mvtec/zipper/train/good/228.png
mvtec,zipper,train,normal,,train/good/229.png,,data/datasets/mvtec/zipper/train/good/229.png
mvtec,zipper,train,normal,,train/good/230.png,,data/datasets/mvtec/zipper/train/good/230.png
mvtec,zipper,train,normal,,train/good/231.png,,data/datasets/mvtec/zipper/train/good/231.png
mvtec,zipper,train,normal,,train/good/232.png,,data/datasets/mvtec/zipper/train/good/232.png
mvtec,zipper,train,normal,,train/good/233.png,,data/datasets/mvtec/zipper/train/good/233.png
mvtec,zipper,train,normal,,train/good/234.png,,data/datasets/mvtec/zipper/train/good/234.png
mvtec,zipper,train,normal,,train/good/235.png,,data/datasets/mvtec/zipper/train/good/235.png
mvtec,zipper,train,normal,,train/good/236.png,,data/datasets/mvtec/zipper/train/good/236.png
mvtec,zipper,train,normal,,train/good/237.png,,data/datasets/mvtec/zipper/train/good/237.png
mvtec,zipper,train,normal,,train/good/238.png,,data/datasets/mvtec/zipper/train/good/238.png
mvtec,zipper,train,normal,,train/good/239.png,,data/datasets/mvtec/zipper/train/good/239.png
mvtec,zipper,train,anomaly,broken_teeth,train/anomaly/broken_teeth_000.png,train/masks/broken_teeth_000.png,data/datasets/mvtec/zipper/test/broken_teeth/000.png
mvtec,zipper,train,anomaly,broken_teeth,train/anomaly/broken_teeth_004.png,train/masks/broken_teeth_004.png,data/datasets/mvtec/zipper/test/broken_teeth/004.png
mvtec,zipper,train,anomaly,broken_teeth,train/anomaly/broken_teeth_005.png,train/masks/broken_teeth_005.png,data/datasets/mvtec/zipper/test/broken_teeth/005.png
mvtec,zipper,train,anomaly,broken_teeth,train/anomaly/broken_teeth_017.png,train/masks/broken_teeth_017.png,data/datasets/mvtec/zipper/test/broken_teeth/017.png
mvtec,zipper,train,anomaly,fabric_border,train/anomaly/fabric_border_007.png,train/masks/fabric_border_007.png,data/datasets/mvtec/zipper/test/fabric_border/007.png
mvtec,zipper,train,anomaly,fabric_border,train/anomaly/fabric_border_012.png,train/masks/fabric_border_012.png,data/datasets/mvtec/zipper/test/fabric_border/012.png
mvtec,zipper,train,anomaly,fabric_border,train/anomaly/fabric_border_013.png,train/masks/fabric_border_013.png,data/datasets/mvtec/zipper/test/fabric_border/013.png
mvtec,zipper,train,anomaly,fabric_border,train/anomaly/fabric_border_016.png,train/masks/fabric_border_016.png,data/datasets/mvtec/zipper/test/fabric_border/016.png
mvtec,zipper,train,anomaly,fabric_interior,train/anomaly/fabric_interior_002.png,train/masks/fabric_interior_002.png,data/datasets/mvtec/zipper/test/fabric_interior/002.png
mvtec,zipper,train,anomaly,fabric_interior,train/anomaly/fabric_interior_003.png,train/masks/fabric_interior_003.png,data/datasets/mvtec/zipper/test/fabric_interior/003.png
mvtec,zipper,train,anomaly,fabric_interior,train/anomaly/fabric_interior_008.png,train/masks/fabric_interior_008.png,data/datasets/mvtec/zipper/test/fabric_interior/008.png
mvtec,zipper,train,anomaly,fabric_interior,train/anomaly/fabric_interior_014.png,train/masks/fabric_interior_014.png,data/datasets/mvtec/zipper/test/fabric_interior/014.png
mvtec,zipper,train,anomaly,rough,train/anomaly/rough_003.png,train/masks/rough_003.png,data/datasets/mvtec/zipper/test/rough/003.png
mvtec,zipper,train,anomaly,rough,train/anomaly/rough_005.png,train/masks/rough_005.png,data/datasets/mvtec/zipper/test/rough/005.png
mvtec,zipper,train,anomaly,rough,train/anomaly/rough_006.png,train/masks/rough_006.png,data/datasets/mvtec/zipper/test/rough/006.png
mvtec,zipper,train,anomaly,rough,train/anomaly/rough_012.png,train/masks/rough_012.png,data/datasets/mvtec/zipper/test/rough/012.png
mvtec,zipper,train,anomaly,split_teeth,train/anomaly/split_teeth_000.png,train/masks/split_teeth_000.png,data/datasets/mvtec/zipper/test/split_teeth/000.png
mvtec,zipper,train,anomaly,split_teeth,train/anomaly/split_teeth_010.png,train/masks/split_teeth_010.png,data/datasets/mvtec/zipper/test/split_teeth/010.png
mvtec,zipper,train,anomaly,split_teeth,train/anomaly/split_teeth_011.png,train/masks/split_teeth_011.png,data/datasets/mvtec/zipper/test/split_teeth/011.png
mvtec,zipper,train,anomaly,split_teeth,train/anomaly/split_teeth_012.png,train/masks/split_teeth_012.png,data/datasets/mvtec/zipper/test/split_teeth/012.png
mvtec,zipper,train,anomaly,squeezed_teeth,train/anomaly/squeezed_teeth_001.png,train/masks/squeezed_teeth_001.png,data/datasets/mvtec/zipper/test/squeezed_teeth/001.png
mvtec,zipper,train,anomaly,squeezed_teeth,train/anomaly/squeezed_teeth_002.png,train/masks/squeezed_teeth_002.png,data/datasets/mvtec/zipper/test/squeezed_teeth/002.png
mvtec,zipper,train,anomaly,squeezed_teeth,train/anomaly/squeezed_teeth_005.png,train/masks/squeezed_teeth_005.png,data/datasets/mvtec/zipper/test/squeezed_teeth/005.png
mvtec,zipper,train,anomaly,squeezed_teeth,train/anomaly/squeezed_teeth_010.png,train/masks/squeezed_teeth_010.png,data/datasets/mvtec/zipper/test/squeezed_teeth/010.png
mvtec,zipper,test,normal,,test/good/000.png,,data/datasets/mvtec/zipper/test/good/000.png
mvtec,zipper,test,normal,,test/good/001.png,,data/datasets/mvtec/zipper/test/good/001.png
mvtec,zipper,test,normal,,test/good/002.png,,data/datasets/mvtec/zipper/test/good/002.png
mvtec,zipper,test,normal,,test/good/003.png,,data/datasets/mvtec/zipper/test/good/003.png
mvtec,zipper,test,normal,,test/good/004.png,,data/datasets/mvtec/zipper/test/good/004.png
mvtec,zipper,test,normal,,test/good/005.png,,data/datasets/mvtec/zipper/test/good/005.png
mvtec,zipper,test,normal,,test/good/006.png,,data/datasets/mvtec/zipper/test/good/006.png
mvtec,zipper,test,normal,,test/good/007.png,,data/datasets/mvtec/zipper/test/good/007.png
mvtec,zipper,test,normal,,test/good/008.png,,data/datasets/mvtec/zipper/test/good/008.png
mvtec,zipper,test,normal,,test/good/009.png,,data/datasets/mvtec/zipper/test/good/009.png
mvtec,zipper,test,normal,,test/good/010.png,,data/datasets/mvtec/zipper/test/good/010.png
mvtec,zipper,test,normal,,test/good/011.png,,data/datasets/mvtec/zipper/test/good/011.png
mvtec,zipper,test,normal,,test/good/012.png,,data/datasets/mvtec/zipper/test/good/012.png
mvtec,zipper,test,normal,,test/good/013.png,,data/datasets/mvtec/zipper/test/good/013.png
mvtec,zipper,test,normal,,test/good/014.png,,data/datasets/mvtec/zipper/test/good/014.png
mvtec,zipper,test,normal,,test/good/015.png,,data/datasets/mvtec/zipper/test/good/015.png
mvtec,zipper,test,normal,,test/good/016.png,,data/datasets/mvtec/zipper/test/good/016.png
mvtec,zipper,test,normal,,test/good/017.png,,data/datasets/mvtec/zipper/test/good/017.png
mvtec,zipper,test,normal,,test/good/018.png,,data/datasets/mvtec/zipper/test/good/018.png
mvtec,zipper,test,normal,,test/good/019.png,,data/datasets/mvtec/zipper/test/good/019.png
mvtec,zipper,test,normal,,test/good/020.png,,data/datasets/mvtec/zipper/test/good/020.png
mvtec,zipper,test,normal,,test/good/021.png,,data/datasets/mvtec/zipper/test/good/021.png
mvtec,zipper,test,normal,,test/good/022.png,,data/datasets/mvtec/zipper/test/good/022.png
mvtec,zipper,test,normal,,test/good/023.png,,data/datasets/mvtec/zipper/test/good/023.png
mvtec,zipper,test,normal,,test/good/024.png,,data/datasets/mvtec/zipper/test/good/024.png
mvtec,zipper,test,normal,,test/good/025.png,,data/datasets/mvtec/zipper/test/good/025.png
mvtec,zipper,test,normal,,test/good/026.png,,data/datasets/mvtec/zipper/test/good/026.png
mvtec,zipper,test,normal,,test/good/027.png,,data/datasets/mvtec/zipper/test/good/027.png
mvtec,zipper,test,normal,,test/good/028.png,,data/datasets/mvtec/zipper/test/good/028.png
mvtec,zipper,test,normal,,test/good/029.png,,data/datasets/mvtec/zipper/test/good/029.png
mvtec,zipper,test,normal,,test/good/030.png,,data/datasets/mvtec/zipper/test/good/030.png
mvtec,zipper,test,normal,,test/good/031.png,,data/datasets/mvtec/zipper/test/good/031.png
mvtec,zipper,test,anomaly,broken_teeth,test/anomaly/broken_teeth_001.png,test/masks/broken_teeth_001.png,data/datasets/mvtec/zipper/test/broken_teeth/001.png
mvtec,zipper,test,anomaly,broken_teeth,test/anomaly/broken_teeth_002.png,test/masks/broken_teeth_002.png,data/datasets/mvtec/zipper/test/broken_teeth/002.png
mvtec,zipper,test,anomaly,broken_teeth,test/anomaly/broken_teeth_003.png,test/masks/broken_teeth_003.png,data/datasets/mvtec/zipper/test/broken_teeth/003.png
mvtec,zipper,test,anomaly,broken_teeth,test/anomaly/broken_teeth_006.png,test/masks/broken_teeth_006.png,data/datasets/mvtec/zipper/test/broken_teeth/006.png
mvtec,zipper,test,anomaly,broken_teeth,test/anomaly/broken_teeth_007.png,test/masks/broken_teeth_007.png,data/datasets/mvtec/zipper/test/broken_teeth/007.png
mvtec,zipper,test,anomaly,broken_teeth,test/anomaly/broken_teeth_008.png,test/masks/broken_teeth_008.png,data/datasets/mvtec/zipper/test/broken_teeth/008.png
mvtec,zipper,test,anomaly,broken_teeth,test/anomaly/broken_teeth_009.png,test/masks/broken_teeth_009.png,data/datasets/mvtec/zipper/test/broken_teeth/009.png
mvtec,zipper,test,anomaly,broken_teeth,test/anomaly/broken_teeth_010.png,test/masks/broken_teeth_010.png,data/datasets/mvtec/zipper/test/broken_teeth/010.png
mvtec,zipper,test,anomaly,broken_teeth,test/anomaly/broken_teeth_011.png,test/masks/broken_teeth_011.png,data/datasets/mvtec/zipper/test/broken_teeth/011.png
mvtec,zipper,test,anomaly,broken_teeth,test/anomaly/broken_teeth_012.png,test/masks/broken_teeth_012.png,data/datasets/mvtec/zipper/test/broken_teeth/012.png
mvtec,zipper,test,anomaly,broken_teeth,test/anomaly/broken_teeth_013.png,test/masks/broken_teeth_013.png,data/datasets/mvtec/zipper/test/broken_teeth/013.png
mvtec,zipper,test,anomaly,broken_teeth,test/anomaly/broken_teeth_014.png,test/masks/broken_teeth_014.png,data/datasets/mvtec/zipper/test/broken_teeth/014.png
mvtec,zipper,test,anomaly,broken_teeth,test/anomaly/broken_teeth_015.png,test/masks/broken_teeth_015.png,data/datasets/mvtec/zipper/test/broken_teeth/015.png
mvtec,zipper,test,anomaly,broken_teeth,test/anomaly/broken_teeth_016.png,test/masks/broken_teeth_016.png,data/datasets/mvtec/zipper/test/broken_teeth/016.png
mvtec,zipper,test,anomaly,broken_teeth,test/anomaly/broken_teeth_018.png,test/masks/broken_teeth_018.png,data/datasets/mvtec/zipper/test/broken_teeth/018.png
mvtec,zipper,test,anomaly,combined,test/anomaly/combined_000.png,test/masks/combined_000.png,data/datasets/mvtec/zipper/test/combined/000.png
mvtec,zipper,test,anomaly,combined,test/anomaly/combined_001.png,test/masks/combined_001.png,data/datasets/mvtec/zipper/test/combined/001.png
mvtec,zipper,test,anomaly,combined,test/anomaly/combined_002.png,test/masks/combined_002.png,data/datasets/mvtec/zipper/test/combined/002.png
mvtec,zipper,test,anomaly,combined,test/anomaly/combined_003.png,test/masks/combined_003.png,data/datasets/mvtec/zipper/test/combined/003.png
mvtec,zipper,test,anomaly,combined,test/anomaly/combined_004.png,test/masks/combined_004.png,data/datasets/mvtec/zipper/test/combined/004.png
mvtec,zipper,test,anomaly,combined,test/anomaly/combined_005.png,test/masks/combined_005.png,data/datasets/mvtec/zipper/test/combined/005.png
mvtec,zipper,test,anomaly,combined,test/anomaly/combined_006.png,test/masks/combined_006.png,data/datasets/mvtec/zipper/test/combined/006.png
mvtec,zipper,test,anomaly,combined,test/anomaly/combined_007.png,test/masks/combined_007.png,data/datasets/mvtec/zipper/test/combined/007.png
mvtec,zipper,test,anomaly,combined,test/anomaly/combined_008.png,test/masks/combined_008.png,data/datasets/mvtec/zipper/test/combined/008.png
mvtec,zipper,test,anomaly,combined,test/anomaly/combined_009.png,test/masks/combined_009.png,data/datasets/mvtec/zipper/test/combined/009.png
mvtec,zipper,test,anomaly,combined,test/anomaly/combined_010.png,test/masks/combined_010.png,data/datasets/mvtec/zipper/test/combined/010.png
mvtec,zipper,test,anomaly,combined,test/anomaly/combined_011.png,test/masks/combined_011.png,data/datasets/mvtec/zipper/test/combined/011.png
mvtec,zipper,test,anomaly,combined,test/anomaly/combined_012.png,test/masks/combined_012.png,data/datasets/mvtec/zipper/test/combined/012.png
mvtec,zipper,test,anomaly,combined,test/anomaly/combined_013.png,test/masks/combined_013.png,data/datasets/mvtec/zipper/test/combined/013.png
mvtec,zipper,test,anomaly,combined,test/anomaly/combined_014.png,test/masks/combined_014.png,data/datasets/mvtec/zipper/test/combined/014.png
mvtec,zipper,test,anomaly,combined,test/anomaly/combined_015.png,test/masks/combined_015.png,data/datasets/mvtec/zipper/test/combined/015.png
mvtec,zipper,test,anomaly,fabric_border,test/anomaly/fabric_border_000.png,test/masks/fabric_border_000.png,data/datasets/mvtec/zipper/test/fabric_border/000.png
mvtec,zipper,test,anomaly,fabric_border,test/anomaly/fabric_border_001.png,test/masks/fabric_border_001.png,data/datasets/mvtec/zipper/test/fabric_border/001.png
mvtec,zipper,test,anomaly,fabric_border,test/anomaly/fabric_border_002.png,test/masks/fabric_border_002.png,data/datasets/mvtec/zipper/test/fabric_border/002.png
mvtec,zipper,test,anomaly,fabric_border,test/anomaly/fabric_border_003.png,test/masks/fabric_border_003.png,data/datasets/mvtec/zipper/test/fabric_border/003.png
mvtec,zipper,test,anomaly,fabric_border,test/anomaly/fabric_border_004.png,test/masks/fabric_border_004.png,data/datasets/mvtec/zipper/test/fabric_border/004.png
mvtec,zipper,test,anomaly,fabric_border,test/anomaly/fabric_border_005.png,test/masks/fabric_border_005.png,data/datasets/mvtec/zipper/test/fabric_border/005.png
mvtec,zipper,test,anomaly,fabric_border,test/anomaly/fabric_border_006.png,test/masks/fabric_border_006.png,data/datasets/mvtec/zipper/test/fabric_border/006.png
mvtec,zipper,test,anomaly,fabric_border,test/anomaly/fabric_border_008.png,test/masks/fabric_border_008.png,data/datasets/mvtec/zipper/test/fabric_border/008.png
mvtec,zipper,test,anomaly,fabric_border,test/anomaly/fabric_border_009.png,test/masks/fabric_border_009.png,data/datasets/mvtec/zipper/test/fabric_border/009.png
mvtec,zipper,test,anomaly,fabric_border,test/anomaly/fabric_border_010.png,test/masks/fabric_border_010.png,data/datasets/mvtec/zipper/test/fabric_border/010.png
mvtec,zipper,test,anomaly,fabric_border,test/anomaly/fabric_border_011.png,test/masks/fabric_border_011.png,data/datasets/mvtec/zipper/test/fabric_border/011.png
mvtec,zipper,test,anomaly,fabric_border,test/anomaly/fabric_border_014.png,test/masks/fabric_border_014.png,data/datasets/mvtec/zipper/test/fabric_border/014.png
mvtec,zipper,test,anomaly,fabric_border,test/anomaly/fabric_border_015.png,test/masks/fabric_border_015.png,data/datasets/mvtec/zipper/test/fabric_border/015.png
mvtec,zipper,test,anomaly,fabric_interior,test/anomaly/fabric_interior_000.png,test/masks/fabric_interior_000.png,data/datasets/mvtec/zipper/test/fabric_interior/000.png
mvtec,zipper,test,anomaly,fabric_interior,test/anomaly/fabric_interior_001.png,test/masks/fabric_interior_001.png,data/datasets/mvtec/zipper/test/fabric_interior/001.png
mvtec,zipper,test,anomaly,fabric_interior,test/anomaly/fabric_interior_004.png,test/masks/fabric_interior_004.png,data/datasets/mvtec/zipper/test/fabric_interior/004.png
mvtec,zipper,test,anomaly,fabric_interior,test/anomaly/fabric_interior_005.png,test/masks/fabric_interior_005.png,data/datasets/mvtec/zipper/test/fabric_interior/005.png
mvtec,zipper,test,anomaly,fabric_interior,test/anomaly/fabric_interior_006.png,test/masks/fabric_interior_006.png,data/datasets/mvtec/zipper/test/fabric_interior/006.png
mvtec,zipper,test,anomaly,fabric_interior,test/anomaly/fabric_interior_007.png,test/masks/fabric_interior_007.png,data/datasets/mvtec/zipper/test/fabric_interior/007.png
mvtec,zipper,test,anomaly,fabric_interior,test/anomaly/fabric_interior_009.png,test/masks/fabric_interior_009.png,data/datasets/mvtec/zipper/test/fabric_interior/009.png
mvtec,zipper,test,anomaly,fabric_interior,test/anomaly/fabric_interior_010.png,test/masks/fabric_interior_010.png,data/datasets/mvtec/zipper/test/fabric_interior/010.png
mvtec,zipper,test,anomaly,fabric_interior,test/anomaly/fabric_interior_011.png,test/masks/fabric_interior_011.png,data/datasets/mvtec/zipper/test/fabric_interior/011.png
mvtec,zipper,test,anomaly,fabric_interior,test/anomaly/fabric_interior_012.png,test/masks/fabric_interior_012.png,data/datasets/mvtec/zipper/test/fabric_interior/012.png
mvtec,zipper,test,anomaly,fabric_interior,test/anomaly/fabric_interior_013.png,test/masks/fabric_interior_013.png,data/datasets/mvtec/zipper/test/fabric_interior/013.png
mvtec,zipper,test,anomaly,fabric_interior,test/anomaly/fabric_interior_015.png,test/masks/fabric_interior_015.png,data/datasets/mvtec/zipper/test/fabric_interior/015.png
mvtec,zipper,test,anomaly,rough,test/anomaly/rough_000.png,test/masks/rough_000.png,data/datasets/mvtec/zipper/test/rough/000.png
mvtec,zipper,test,anomaly,rough,test/anomaly/rough_001.png,test/masks/rough_001.png,data/datasets/mvtec/zipper/test/rough/001.png
mvtec,zipper,test,anomaly,rough,test/anomaly/rough_002.png,test/masks/rough_002.png,data/datasets/mvtec/zipper/test/rough/002.png
mvtec,zipper,test,anomaly,rough,test/anomaly/rough_004.png,test/masks/rough_004.png,data/datasets/mvtec/zipper/test/rough/004.png
mvtec,zipper,test,anomaly,rough,test/anomaly/rough_007.png,test/masks/rough_007.png,data/datasets/mvtec/zipper/test/rough/007.png
mvtec,zipper,test,anomaly,rough,test/anomaly/rough_008.png,test/masks/rough_008.png,data/datasets/mvtec/zipper/test/rough/008.png
mvtec,zipper,test,anomaly,rough,test/anomaly/rough_009.png,test/masks/rough_009.png,data/datasets/mvtec/zipper/test/rough/009.png
mvtec,zipper,test,anomaly,rough,test/anomaly/rough_010.png,test/masks/rough_010.png,data/datasets/mvtec/zipper/test/rough/010.png
mvtec,zipper,test,anomaly,rough,test/anomaly/rough_011.png,test/masks/rough_011.png,data/datasets/mvtec/zipper/test/rough/011.png
mvtec,zipper,test,anomaly,rough,test/anomaly/rough_013.png,test/masks/rough_013.png,data/datasets/mvtec/zipper/test/rough/013.png
mvtec,zipper,test,anomaly,rough,test/anomaly/rough_014.png,test/masks/rough_014.png,data/datasets/mvtec/zipper/test/rough/014.png
mvtec,zipper,test,anomaly,rough,test/anomaly/rough_015.png,test/masks/rough_015.png,data/datasets/mvtec/zipper/test/rough/015.png
mvtec,zipper,test,anomaly,rough,test/anomaly/rough_016.png,test/masks/rough_016.png,data/datasets/mvtec/zipper/test/rough/016.png
mvtec,zipper,test,anomaly,split_teeth,test/anomaly/split_teeth_001.png,test/masks/split_teeth_001.png,data/datasets/mvtec/zipper/test/split_teeth/001.png
mvtec,zipper,test,anomaly,split_teeth,test/anomaly/split_teeth_002.png,test/masks/split_teeth_002.png,data/datasets/mvtec/zipper/test/split_teeth/002.png
mvtec,zipper,test,anomaly,split_teeth,test/anomaly/split_teeth_003.png,test/masks/split_teeth_003.png,data/datasets/mvtec/zipper/test/split_teeth/003.png
mvtec,zipper,test,anomaly,split_teeth,test/anomaly/split_teeth_004.png,test/masks/split_teeth_004.png,data/datasets/mvtec/zipper/test/split_teeth/004.png
mvtec,zipper,test,anomaly,split_teeth,test/anomaly/split_teeth_005.png,test/masks/split_teeth_005.png,data/datasets/mvtec/zipper/test/split_teeth/005.png
mvtec,zipper,test,anomaly,split_teeth,test/anomaly/split_teeth_006.png,test/masks/split_teeth_006.png,data/datasets/mvtec/zipper/test/split_teeth/006.png
mvtec,zipper,test,anomaly,split_teeth,test/anomaly/split_teeth_007.png,test/masks/split_teeth_007.png,data/datasets/mvtec/zipper/test/split_teeth/007.png
mvtec,zipper,test,anomaly,split_teeth,test/anomaly/split_teeth_008.png,test/masks/split_teeth_008.png,data/datasets/mvtec/zipper/test/split_teeth/008.png
mvtec,zipper,test,anomaly,split_teeth,test/anomaly/split_teeth_009.png,test/masks/split_teeth_009.png,data/datasets/mvtec/zipper/test/split_teeth/009.png
mvtec,zipper,test,anomaly,split_teeth,test/anomaly/split_teeth_013.png,test/masks/split_teeth_013.png,data/datasets/mvtec/zipper/test/split_teeth/013.png
mvtec,zipper,test,anomaly,split_teeth,test/anomaly/split_teeth_014.png,test/masks/split_teeth_014.png,data/datasets/mvtec/zipper/test/split_teeth/014.png
mvtec,zipper,test,anomaly,split_teeth,test/anomaly/split_teeth_015.png,test/masks/split_teeth_015.png,data/datasets/mvtec/zipper/test/split_teeth/015.png
mvtec,zipper,test,anomaly,split_teeth,test/anomaly/split_teeth_016.png,test/masks/split_teeth_016.png,data/datasets/mvtec/zipper/test/split_teeth/016.png
mvtec,zipper,test,anomaly,split_teeth,test/anomaly/split_teeth_017.png,test/masks/split_teeth_017.png,data/datasets/mvtec/zipper/test/split_teeth/017.png
mvtec,zipper,test,anomaly,squeezed_teeth,test/anomaly/squeezed_teeth_000.png,test/masks/squeezed_teeth_000.png,data/datasets/mvtec/zipper/test/squeezed_teeth/000.png
mvtec,zipper,test,anomaly,squeezed_teeth,test/anomaly/squeezed_teeth_003.png,test/masks/squeezed_teeth_003.png,data/datasets/mvtec/zipper/test/squeezed_teeth/003.png
mvtec,zipper,test,anomaly,squeezed_teeth,test/anomaly/squeezed_teeth_004.png,test/masks/squeezed_teeth_004.png,data/datasets/mvtec/zipper/test/squeezed_teeth/004.png
mvtec,zipper,test,anomaly,squeezed_teeth,test/anomaly/squeezed_teeth_006.png,test/masks/squeezed_teeth_006.png,data/datasets/mvtec/zipper/test/squeezed_teeth/006.png
mvtec,zipper,test,anomaly,squeezed_teeth,test/anomaly/squeezed_teeth_007.png,test/masks/squeezed_teeth_007.png,data/datasets/mvtec/zipper/test/squeezed_teeth/007.png
mvtec,zipper,test,anomaly,squeezed_teeth,test/anomaly/squeezed_teeth_008.png,test/masks/squeezed_teeth_008.png,data/datasets/mvtec/zipper/test/squeezed_teeth/008.png
mvtec,zipper,test,anomaly,squeezed_teeth,test/anomaly/squeezed_teeth_009.png,test/masks/squeezed_teeth_009.png,data/datasets/mvtec/zipper/test/squeezed_teeth/009.png
mvtec,zipper,test,anomaly,squeezed_teeth,test/anomaly/squeezed_teeth_011.png,test/masks/squeezed_teeth_011.png,data/datasets/mvtec/zipper/test/squeezed_teeth/011.png
mvtec,zipper,test,anomaly,squeezed_teeth,test/anomaly/squeezed_teeth_012.png,test/masks/squeezed_teeth_012.png,data/datasets/mvtec/zipper/test/squeezed_teeth/012.png
mvtec,zipper,test,anomaly,squeezed_teeth,test/anomaly/squeezed_teeth_013.png,test/masks/squeezed_teeth_013.png,data/datasets/mvtec/zipper/test/squeezed_teeth/013.png
mvtec,zipper,test,anomaly,squeezed_teeth,test/anomaly/squeezed_teeth_014.png,test/masks/squeezed_teeth_014.png,data/datasets/mvtec/zipper/test/squeezed_teeth/014.png
mvtec,zipper,test,anomaly,squeezed_teeth,test/anomaly/squeezed_teeth_015.png,test/masks/squeezed_teeth_015.png,data/datasets/mvtec/zipper/test/squeezed_teeth/015.png
visa,candle,train,normal,,train/good/0852.JPG,,data/datasets/visa/candle/Data/Images/Normal/0852.JPG
visa,candle,train,normal,,train/good/0836.JPG,,data/datasets/visa/candle/Data/Images/Normal/0836.JPG
visa,candle,train,normal,,train/good/0280.JPG,,data/datasets/visa/candle/Data/Images/Normal/0280.JPG
visa,candle,train,normal,,train/good/0575.JPG,,data/datasets/visa/candle/Data/Images/Normal/0575.JPG
visa,candle,train,normal,,train/good/0208.JPG,,data/datasets/visa/candle/Data/Images/Normal/0208.JPG
visa,candle,train,normal,,train/good/0609.JPG,,data/datasets/visa/candle/Data/Images/Normal/0609.JPG
visa,candle,train,normal,,train/good/0932.JPG,,data/datasets/visa/candle/Data/Images/Normal/0932.JPG
visa,candle,train,normal,,train/good/0725.JPG,,data/datasets/visa/candle/Data/Images/Normal/0725.JPG
visa,candle,train,normal,,train/good/0047.JPG,,data/datasets/visa/candle/Data/Images/Normal/0047.JPG
visa,candle,train,normal,,train/good/0985.JPG,,data/datasets/visa/candle/Data/Images/Normal/0985.JPG
visa,candle,train,normal,,train/good/0337.JPG,,data/datasets/visa/candle/Data/Images/Normal/0337.JPG
visa,candle,train,normal,,train/good/0581.JPG,,data/datasets/visa/candle/Data/Images/Normal/0581.JPG
visa,candle,train,normal,,train/good/0155.JPG,,data/datasets/visa/candle/Data/Images/Normal/0155.JPG
visa,candle,train,normal,,train/good/0692.JPG,,data/datasets/visa/candle/Data/Images/Normal/0692.JPG
visa,candle,train,normal,,train/good/0862.JPG,,data/datasets/visa/candle/Data/Images/Normal/0862.JPG
visa,candle,train,normal,,train/good/0790.JPG,,data/datasets/visa/candle/Data/Images/Normal/0790.JPG
visa,candle,train,normal,,train/good/0572.JPG,,data/datasets/visa/candle/Data/Images/Normal/0572.JPG
visa,candle,train,normal,,train/good/0241.JPG,,data/datasets/visa/candle/Data/Images/Normal/0241.JPG
